,text,annotator_1,annotator_2,annotator_3,gold_label
792,Bhaijaan I don't like this post ye new year hota to theek tha but ye tyohaar hum musalmaanon ka nahi hai I hate this post please delete and (Allah) se tauba karo,yes,yes,yes,no
793,I hate prince the most. Kahi dikh gaya to jootee maar maar ke uska sada hua muh kharab krdunga jis muh se harr ladki ko kiss deta firta h.,yes,yes,yes,yes
794,K@tuueee ye hai asli. 9 saal ki bacchi  se rape karne wale k chamche dusro ko esa nahi bolte pic.twitter.com/p4NRxo9CgM,no,no,yes,yes
795,maine kab hate kiya. Main to ye bol rahi hon ki unki wajah se saara time tag main nikal jaata hai. Aisa ho gaya to main to chian se apni life jee sakugi na.,yes,yes,yes,no
796,"Agar Hindu terrorism par aaya to bhagte firoge, ek aapsi rajnish ko hindu terror ka Naam dene wale Dr. Narang ke waqt kaha mar gaye the? Ye selective secularism nahi chalega.",no,no,no,no
797,Tum bahut gandgi nikli  bandagi we hate you hamlog shilpa frns hey punish ko save karne k liya vote kiya aapne vikash k liya vote magi eatna filp kaise ho sakri ho aap#shilpaholics,yes,yes,yes,yes
798,ved tiwari ye bhi sahi hai baba log to chupa ke rapr kar rahe muslim me maulvi dharm ke naam pe mahilawo ka rape karte hai.baba aur maulvi dono galat kare hai.,no,no,yes,no
799,Hina bahut jhut bolti hai fir manti bhi nhi hai Maine ye bola jab salman bolte gain to bolti hai ho sakta hai. I hate your paltu behaviour....,yes,yes,yes,yes
800,Q teri behan ka rape kiya tha us criminal ne?? ya wo tere maa ka yar hai salo 2kaudi ki aukad nhi tingu tumhari aur aa gaye bakwas karne,no,no,yes,no
801,Wo Rohini wala baba jisne masoom Hindu ladkiyo ko rape kiya tha uska kya naam tha?,no,no,yes,yes
802,but why? jab pri ye sochke vikas ko support kr rha tha tb to @eyehina ji frndshp ki bat kr rhe the ki frnds ko hi support kro & 2min pahle kh rhe the i hate u & @BeingLuvtyagi bhi janta tha ki wha bethe kitne bhi city baje pr dil se sirf hina sath hai to uska vote metter krta h,yes,yes,yes,no
803,Sapna ji rape krne wala chahe hindu ho ya muslim saja ek honi chahiye uske hath pair kat diye jayen ya phir uski aankhen phod di jayen kam se kam unhe v dard ka ehsas to ho.,no,no,yes,no
804,I hate you raju srivastava.tumhara kya bigada hai shilpa ne.paise lekar kuch bhi karoge kya bhagwan ne tumhe bhi beti di hai.upar wala sab dekh raha hai usse daro,yes,yes,yes,yes
805,Kya Hindu baba ko Hindu ladhkiyon ka rape karna allowed hae ???,no,no,yes,no
806,@BBhuttoZardari nawaz sharif janwer hai or khawateen ko rape karwata hai punjab main,no,no,yes,no
807,Haan islam sirf sharaab peene se hi badnaam hota hai ...terrorism aur fundamentalism wahabism and salafism se nahin ...nahin ?   Zyadatar mughal badshah aur sultans bewre the zinko islami apna masiha maante hain ...,no,no,yes,yes
808,Agar no hate Guru Gobind Singh .,yes,yes,yes,no
809,Kuch logo ne enjoy kiya kuch ko afsos hua.. Aap pure fans ko nahi bol sakte.. I was also sad but I also hate her too,yes,yes,yes,no
810,Flu se naak sarh gya hai yar.I hate winters,yes,yes,yes,yes
811,Ab se main bhi locki ki sabzi naho khaungi I hate this sabzi,yes,yes,yes,yes
812,Aur bhi bahut kuch tha bb related se bolne ko raju shri pr tumne parsnol ja ke bola shilpa ko uske kam ke bare me uske self respect ke bare me i hate u raju shri jaisi tumhri shakl waisi tumhari akal,yes,yes,yes,no
813,fir whistle bajane se pehle 'i hate u I hate u! Q bola? Or jo #Luv hamesha tumhare sath raha use support q nahi kiya? Akhade me!,yes,yes,yes,yes
814,I hate too yaar ..This show is so biased na ..Sare ache logo ko bahar kar chutiyo ko rakh liya .. Shit,yes,yes,yes,yes
815,Kafi sankalpit ho aap ki #DwarkaExpressWay kabhi bane hi na aur #KherkiDaulaToll kabhi hate hi na. Poster bana ke tweet kar dene se hum thodi maan lange aapke jhoot ko saach. #RERA dilute kia aur online RTI bhi nahi #Haryana me,yes,yes,yes,no
816,@tentej itna bada namard hai ki agar iske samne koi eve teasing ho ya rape ho to baith k hasega ar bolega mai kyu padu inke beech mai.. aise aadmi kalank hai hamare desh k lye,no,no,yes,yes
817,I hate takla's all raps. Woh muh kholta hai ki usse khuch phek ke marne ka mann karta hai,yes,yes,yes,yes
818,Now i hate #ColorsTV show #EntertainmentKiRaat ye kya tarika hai joke banane ka shilpa ji ki insult kar dali jokes ki apni limit   hoti wo bhi jispe joke kar re wo waha pe hai bhi nahi hate this so no respect for women #ShilpaShinde #WeStandByShilpa,yes,yes,yes,yes
819,hahahahaah haan samjh gaya tha mn bari bt hai aisi hoti nhn hen girls.. i hate this dhishom dhishom hahahahah,yes,yes,yes,no
820,Raju shri jaise ghatiya entertainers hote hai jo paise ko liye kisi bhi had tak kisi ko bhi bol shkte hai raju shri bhul gye ki public agar upre lati hai to niche lana bhi janti hai I hate raju shri u r a disgusting Entertainer,yes,yes,yes,yes
821,"Nahi ji i just hate tinday,karele , nd e.tc jo bhi bole hain",yes,yes,yes,yes
822,Asram ko beti doge to rape to hoga hi kahte hai na aag aur koila ek sath rahega to aag lage hi,no,no,yes,no
823,Kutti tu jitana vikas ke khilaf likhege utana hi Tere shitpa ko nafrat milege..mujhe woh buri nhi latati Tere jaise wahiyat fan ke wajah se  Shilpa shitpa lagane lagi....carry on more u will write bullshit more people will hate shitpa... Twitter par hi jeeta Lena shitpa ko,yes,yes,yes,no
824,Raju ji same on you jo aapne shilpa ji ke baare me bahut galat bola I hate you me pehle aap ki fan aab nahi hu,yes,yes,yes,no
825,Bhai jo strong hota he usko hate he kiya jata he or apna bhai sbse strong he is waqt game me to ye to obviously bolege esa luv k liye,yes,yes,yes,no
826,Pakistan ka scene alag hai.. They hate us we hate them..,yes,yes,yes,no
827,Sahi bolte hai hum jab Ram rahim asaram rampal ko dekha tha to bhi akal nahi aati inko ghar me maa baap saas sasur ki seva nahi kar sakti or baba ke per dabane chali jati hai to kya inki puja karege rape Hi hoge,no,no,yes,no
828,Or baba ki baat to jo ladki khud hi baba ke pass jaye uska to rape hoga hi par jo masum bachi ka ghar me rape karte hai wo Up ke Muslim the rahege,no,no,yes,no
829,Up me kyu Muslim hi Hindu betiyo ka rape karte hai kisne Di unhe taaqat Hindu ko kamjor bnaya aap jese logo ne,no,no,yes,yes
830,Ghamand hai use khud par... Bahut fake hai.. Chalu... Behuda... Ghatiya... I hate her...,yes,yes,yes,yes
831,Kya kya seh ke aayi hai hamari queen . I hate you,yes,yes,yes,no
832,Sale chutiye ek ladki ki ijjat karna nahi janta ..hate u from nepal,yes,yes,yes,yes
833,Delhi ka nirbhaya case apko yaad hoga UP ka.2 dalit ladki ko rape karke jala kar marne ka Case bhi yad hoga ye sab yadav Congress raaj me hi huya,no,no,yes,no
834,Tumhe koi kehe shkti kapoor k pass jayo even jutta utha de toh kaisa lagega hate karna bandh karo but fact par baat karo jha if u girl so yeh girls ki respect ki baat hai behan,yes,yes,yes,no
835,Aree 16 dec gang rape me justice ke liye protest kr rhe logo pe laathicharge krna even ladkiyo ko marna ye manmohan ji se seekhe https://twitter.com/kavyaaagain/status/943843130419290113 …,yes,no,yes,no
836,and 2nd ma kbhi apni tareef ni krta  I hate myself ya to paka koi ar hi ha,yes,yes,yes,yes
837,Sab hath dho k pade hai Shilpa ko degrade Karne tum logo ko Shilpa chor k aur kuch sujhta ni hate u all Shilpa haters we viewers love her tum logo ko aisi ki taisi,yes,yes,yes,yes
838,Mujhe aj bahut gussa aya wo log ka degradeshilpaprocess dekh ke hate them entertainment kiraat,yes,yes,yes,no
839,Kyu re randi ke bacche. Fake id sirf teri maa ki chut se hi bana sakta hai kya suvar ki aulad. Tu hakla hakla kya krta tu kya suvar ke bacche modi ki gand se nikla hai ya salgay ke lund ne teri maa ka rape kiya tab tu peda hua suvar be bacche.,no,no,yes,yes
840,Jab tak Waha pe terrorism khatm nhi hoga tab tak pak kabHi nhi sudhrega... #TigerZindaHai,no,no,yes,no
841,This is india log dil se sochate h we hate you jo apne Shilpa k sath kiya or baher aane k baad apne dekh hi liya hoga ki awam kis k sath h,yes,yes,yes,yes
842,Kya be bhagwa bhand...garib mahilao se blatkar  atychar Tere sanskar me hae.. ..tere Narbhachchi Raj me dalit nirbal se rape 200%bad gya  .,no,no,yes,no
843,Kutta raju shriwastaw I hate that admi mene bhi dekha aaj kitna begerat admi hai zara sharam nhi ise comedy kehte hai kya kutta,yes,yes,yes,yes
844,@iRajuSrivastava  mujhe lagta nehi ki inki maa b hai .....esiliye sanskar nehi sikhe hai.....hate u raju....,yes,yes,yes,no
845,I hate these awards...acha bhala drama nahi aaya,yes,yes,yes,yes
846,wahhh bhai mehdi pehle acha banda tha kya...ye salman se hate kabse karne laga ?,yes,yes,yes,no
847,Bhai tu bs hate karta hai issleye bakchodi kar raha,yes,yes,yes,no
848,Kisiko bolne se pehle. Socha karo mai pehle tumhri respect karta tha but ab nhi i hate u ap ek wahaiyiyat battmiz aurat h,yes,yes,yes,yes
849,"It was so disrespectful.I hate that Raju, apne season mein beizzatti karwaa Kar nikla Tha aur doosron par comment kar raha hai",yes,yes,yes,yes
850,Koi baat nai he shilpa ki bejati karne k liye to tum ko bahar akar patta chalega etna marenge something wessa hi kaha ..its too much yar ..hina akash ka to jokely kiya par usko buri tara peskiya shilpa ka ..i hate that guy  #shilpians check out in voot app,yes,yes,yes,yes
851,"Thodi hi der pehle 'i hate u,i hate u' kaha or fir usi k liye whistle bajaya! Luv ki hi hamesha q bali di jati he dosti k naam pr?? https://twitter.com/Nkkhandelwalboy/status/944984243041480704 …",yes,yes,yes,no
852,Maine khud bahut baar condemn Kiya hai aur Kisi bhi ghair muslim se zyada ek sachaa musalman karta hai . kyunki terrorism se sabse bada nuqsaan musalman ko hua hai,no,no,no,no
853,"Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt",yes,yes,yes,no
854,"@isalilsand Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt #Entertainment ki raat",yes,yes,yes,yes
855,"@isalilsand Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt",yes,yes,yes,yes
856,Vikaas is real ok ? Smjhao phr pehlay shpa se hate phr love aur peth peechay burai. Isk bad priyank se itni nafrat shakal nh dekhao ye wo sab aglay hi din hiten k jatay hi sab thk hogya KAISAY?,yes,yes,yes,no
857,Wo hara b pehen lenge toh bhi hate jaari rahegi!,yes,yes,yes,no
858,mai kisi dharm ko hate nai karta. koi mera dharm leke ungli karega yah kshoti karne ki kousis karega usko chorne wala nai hu.,yes,yes,yes,no
859,"shilpa ki maa bannay ki overacting maa ban ban k sab ki bitching kr re na koi task m part leti na kuch, vikas ki mind gamer bannay k bad bh rkh rkh k acting pehlay priyank se itna hate aur hiten k jannay k bad foran itna pyar k uff. Us sb se to bht bhtr hai bhaie",yes,yes,yes,yes
860,Bohot ganda tha yea......i just hate the show....kyu jalti hai sabki shilpa se...abb kya biggboss wale khud nehi bol paye to ish show ko use kiya haiiiiiiii,yes,yes,yes,yes
861,Khud ko bht bara celeb samjhti ha choro yar i hate her https://twitter.com/rudeicious/status/944977191611387904 …,yes,yes,yes,yes
862,Bc meme bnane ke chkr mei mind ka rape kyu karwana hai ?,no,no,yes,no
863,"hina ne uske liye whistle bjayi jise usne 2min. phle bola tha ""I hate U""",yes,yes,yes,yes
864,i also hate vikas.. bt priyank ne  hina ka naam nh liya ar hina kaise khus hokr boli vikas ko muh dekhne layak tha vikas ka.. vikas gupta kya smjte ho,yes,yes,yes,yes
865,Az bahram behtar too rape farsi vaghan nadarim  #اشتباهخوب,no,no,yes,no
866,Is BC ka tweet padha kisi ne meri to hasi hi nahi ruk rahi..  shubhangi ji se hate karne ki koi wajah nahi to Shubhangi ji ko pagal bata raha hai.. aise hi Shitpa ke fan nahi bana tu.,yes,yes,yes,no
867,Is BC ka tweet padha kisi ne meri to hasi hi nahi ruk rahi..  shubhangi ji se hate karne ki koi wajah nahi to Shubhangi ji ko pagal bata raha hai.. aise hi Shitpa ke fan nahi bana tu.  https://twitter.com/ShilpaShinde17/status/944949587835359232 …,yes,yes,yes,no
868,Women ke sath rape kab rukega ..........ab to Baba v.,no,no,yes,yes
869,Is desh ka jisne bhi bala karne ki Sochi usi ke piche pad hate hai.,yes,yes,yes,no
870,@alamgirizvi @RealQueenSimren @Anjupra7743  koi Baba larkio aurto ko Bandi banake rakha hai media akh band rakhe.koi rape ho media akh band rakhe.koi udyogpati loot Raha Desh Kai paiso ko media ki akh band.unemployment faila hai industry ki Halat kharab media ki akh band.,no,no,yes,no
871,Ayesha se bari khabees aurat nahi is dunia mei koi. I hate her so much.,yes,yes,yes,yes
872,Jee bilkul. Farz hota hai. Lekin phir maa baap ka bhi farz hota hai k woh apni aulad ki khushiyon ka khayal rakhen. Unke na chahte huye bhi unhe dur bhej kar konsi khidmat hoti hai? I freaking hate sabir  #Khamoshi,yes,yes,yes,yes
873,Ye log babaon ke rape-jihad k khilaf kyon nahin kucchh karte hain . Ye baba bahno ko apne hawash ka shikar bana rahe hai jo few neutral media  reporting ki wajah se ek-1 karke jail ja rahe hain. https://twitter.com/thewire_in/status/944580856902909952 …,yes,no,yes,no
874,Pahle bata na ki tu chat ke aaya ki nahi aur kitni der Ghusa tha osama aur bagdadi ke Ga**d me..Aur ye bata ki kis vajah se hate karta hain sare peaceful community wale Modi se,yes,yes,yes,yes
875,I hate vikaas.... sab badaa doglaa insan hai woh ghar ka...,yes,yes,yes,yes
876,@kaypsss lala kal ke baud se zinda ghar wapis aye ho na bagair rape hue?,no,no,yes,no
877,koi bat niiii  ap k hate ko dekhta,yes,yes,yes,no
878,@AbhinandanSekhr atleast tumhare journalism ke gold standard @ravishndtv ki tarah apne bhai ke rape ko toh nahi chupatey,no,no,yes,no
879,"hate kisi say bhi nahi tha, SAB say pyar tha wo bhi bht zyada and ab nafrat hai apnay aap say isi wajah say k q tha aisa",yes,yes,yes,yes
880,nahi mujhe @WuckThaForld i hate u likhna tha,yes,yes,yes,yes
881,Kyun ki itna hate tumko karte hain ham,yes,yes,yes,no
882,"Villain ki tharak ko salam, bhencho fight scene ke beech mein bhi rape attempt band nahi karta",no,no,yes,no
883,But abhi cutiyapa itna badh gaya hai ke Sarcasm ka rape ho raha hai...!,no,no,yes,no
884,haha yaar kitna bhi gujju ko hate kar le PM to wahi rahega :) @rachitst,yes,yes,yes,no
885,kabhi gujrat ke rape case par aur MP keISI ke jasus par bhi kar le,no,no,yes,no
886,"1Avataar ko janam le k, sari dunya ko khatam kr k, nayi ek takhleek karni paregi nai tou terrorism khatam na hoga dharti se :(:(",no,no,no,yes
887,"@ravishndtv @BDUTT @JhaSanjay @sardesairajdeep @nayisadak Ravish ji, Bade bhai rape ke saukin N ""Bade se chhota seekta hai"". It's true ?",no,no,yes,no
888,"Karachi ko support karnay wali bachiyan bhi ugly hen, i hate this yaar. nonsense",yes,yes,yes,yes
889,Haan bhai rape toh Nai hua aaj koi. Par bomb toh pahte Tere Pakistan mein . Chal Bhai jab tak zinda hai Twitter karle,no,no,yes,no
890,waise rape se mujhe teri maa ki hai allah hai yaad hai,no,no,yes,no
891,tu hamari fd ki jotish hai bahena and sacchi Mein I hate neha,yes,yes,yes,no
892,"Delhi main kaam ho na ho, hate mongering toh kar hi sakte hain - @ArvindKejriwalhttps://twitter.com/ArvindKejriwal/status/834809100428906496 …",yes,yes,yes,no
893,sutiye thand kam padi.. Delhi rape capital hai abhi bhi @ashutosh83B,no,no,yes,yes
894,bhai hate n hater ki baat nahi.. main toh fact bol raha. Mujhe unlogo se koi lena dena nahi,yes,yes,yes,no
895,agar koi mere Bharat ma ke tukre karne ki bat karega or me agar hate Na karu toh me Bharat ma Ko kese muh dikhaoga.,yes,yes,yes,no
896,Likha lo aj b Karachi ka rape ho ga.,no,no,yes,no
897,Acha hia yar aur india walay tu bilkul na suno i hate india par kiya karo song un khe sunte ho https://twitter.com/Jiyatahmad3/status/834792263922438144 …,yes,yes,yes,yes
898,@rjraunak bhai haste hate gir pade the ham to maza aa gayi yaar keep it up,yes,yes,yes,no
899,phir kyon jhel rahe hain unko...he was Hindu Hriday Samrat till he gave hate speech...,yes,yes,yes,no
900,Modi-hate pagal bana deta hai suna tha... andha bhi bana deta hai...? https://twitter.com/ANI_news/status/834773339579166720 …,yes,yes,yes,no
901,Delhi mei to modi sarkar hai wahan chedchhad chodo roj rape ho raha hai,no,no,yes,no
902,Khude Gaan Raj (Akaser hate achhe Ekrash ) (Asha) http://fb.me/1LJMSUgvV ,yes,yes,no,no
903,Sab hate hi karte hai iss pyari si bachhi ko..,yes,yes,yes,no
904,Dalit ladki ka rape Kiya tere bhai ne @ravishndtv ??https://twitter.com/BiharEtv/status/834759841780375556 …,yes,no,yes,yes
905,aur tum logo nay tou indian army k naam pay balatkari suar paal rakhe hain jo sirf kashmiriyon ka rape karna jaante hai bas,no,no,yes,yes
906,Hum Tumhari tarah besharm nahi jo apni behen ke sath rape Kare or use shaadi bataye. Burqe me sab galat hota h,no,no,yes,no
907,"I hate dis Condolences,akhir kab tak?? Ab waqt hai pahele protesters ki legs me Goli marne ka ,jo jis bhasa ko samjhta hai",yes,yes,yes,no
908,To rape ho rha ho tb bhi yahi kare ?,no,no,yes,no
909,@mehreen_sibtain mohtarma vaham mein na rahen.Nuksan aap ka jyada hai. Hum terrorism ko khatam karna chahte hain badhana nahi @MehrTararhttps://twitter.com/MehrTarar/status/834714887825813504 …,yes,no,no,no
910,panama par app me kabhi baat nahi ki..hisaab mangna tu hate nahi heee https://twitter.com/RehamKhan1/status/834681278830108672 …,yes,yes,yes,no
911,"Jo log Apne hi minister ki nabalik betiyo k sath rape kar rahe hain, unhe log kaise vote kre? Jail me interospection krege kuchh dino me. https://twitter.com/giniromet/status/834745108247441408 …",yes,no,yes,yes
912,iit ke naam par kalank. Wahan rape kiya tha aur arrest bhi hua tha,no,no,yes,yes
913,aap ki ma ko rape kuta tha mogul indars ne #shame child of rape @friendscongress @FarahiShabina,no,no,yes,no
914,gali mat de Bhai nai to bolegi Muslim hoon is liye gali de raha .bolti ha army iski Maa been ka rape kiya,no,no,yes,no
915,@reportpemra @AamirLiaquat camershal onair honi chahiye aap khud sochiye kya ye hate spech nhi. ......3/3,yes,yes,yes,no
916,Dost suna hai Hafeez Saeed jail mein hai terrorism ke charges par  https://twitter.com/Abbasighoi/status/827202584771436545 …,yes,no,no,no
917,corruption bhi terrorism jitna bara nasoor hai. Dar sahb ka us baray mai kia khyal hai?,no,no,no,yes
918,Karachi ko terrorism ka shikaar honey pe bura bhalla bolnay waaley aaj chup.se sog mana rahey hain.,no,no,no,no
919,"O bhai apni ego aur terrorism ke saath dushmani side pe kr ke, logoun ke baary me socho, bharwoun.",no,no,no,no
920,bhai SP aur BSP ke UP candidates kyon chod diye. aur ravish ke bhai ko kyon chod diya ek dalit ke rape case main.,no,no,yes,no
921,use hate karo jo eksath itne msgs send kar raha hai,yes,yes,yes,no
922,kidnap aur rape 17 saala karne wale Shaik Sayeed bawazir aur uska sathi chanchalguda jail me http://fb.me/11ZCVZA6B ,no,no,yes,yes
923,Ye maa beti hamesha he ishwari ko bachate he aur khud he phas hate he #KRPKAB #KuchRangPyarKeAiseBhi @MamtaYPatnaik @IamEJF @Shaheer_Shttps://twitter.com/TeamTheUpdates/status/834673948952440833 …,yes,yes,yes,yes
924,Sir jin ko 6 months ki pay ni milti or wo bechary qarz ly kr guzara krain to kia KHAAK laray gy terrorism k liye !!!,no,no,no,no
925,Jab aik larki ko rape kerne k baad us ko dhande wali banaya ja sakta hai to building main chemical bhi ho sakta hai. https://twitter.com/SamiAlyS/status/834687021293649924 …,yes,no,yes,no
926,to madhya pradesh and rajsthan me karati hai jaha rape case sabase adhik darj huye hai,no,no,yes,no
927,kyu bhaiya uske bhai ne rape kiya laga tere bhai ne rape kiya.. Wah wah.. Jo tum karo wo teek bjp kare toh kharab..,no,no,yes,no
928,hamare foji jawan shaheed ho kar bhi haar jate hain ar dehshatgard mar ke bhi jeet jaate hain!utter reality of terrorism in pakistan #lahore,no,no,no,yes
929,sir ji Vijay jolly ne party worker ka hi rape Kar diya.. Boliye ji achambhit patra ji,no,no,yes,no
930,@ArvindKejriwal kyaa kiya hai delhi me ab tak?Camera lgawaya so that rape hote huye dekh sko?Rape Rokne par dhyaan lgao PM ke pap par nahi,no,no,yes,no
931,@VipinKumarTA Gang rape for bears.. wo bhi 45 din se... kya haal ho chuka hai bears ki G@@@D ka !,no,no,yes,yes
932,"Twitter pe beth kar fauj or riasat k faislo k khilaf qoum ko warghalana, ye hate speech to the nation hai !!!",yes,yes,no,yes
933,itni achchi Ladki ko Koi kaise hate kr skta hai?,yes,yes,yes,no
934,Sari suwidhaye aaye hai or wo pta nhi kaha hate hai sab jhuth hai sab jagah toilet fecility me yes kar rkha hai or unke pass aaj tak nhi hai,yes,yes,yes,no
935,sirf ulama qasoorwar nahi. ab to university sai parhe likhe log terrorism mai involv nazar ate hain,no,no,no,yes
936,Congress neta aur  Ravish Ndtv ke bhai pe rape aarop. Neta farar https://youtu.be/S_Do7vzrqcM ,yes,no,yes,no
937,yar tum log mujhe hate kiu nahi dete,yes,yes,yes,no
938,aapki mane to pareshani bharat ke tukde kehne per bhi Nahi Hona chahiyeSoch hai apni apni. I hate JNU & supporter,yes,yes,yes,yes
939,Sirf Musalman ki beti Meri beti hy Ramzan mein Bijli milegi @yadavakhilesh ne kaha Ladke rape kar sakte hain Mulayam ne kaha #Vote4BJP,no,no,yes,no
940,"@htTweets @shivsunny ""delhi me daily rape hote hai  to unko ye kanjarwal hi karta hoga",no,no,yes,no
941,"apni dhaak bithany ke liye sabhi awam ka khoon bahate hai, aap ulta bol rahe hain kamran sahab.???",yes,no,yes,no
942,"baat to sahi hai bhai ,lekin phir rape ke case me mp no 1 kyu hai",no,no,yes,no
943,Jaise note k lie modi zimmedar hain waise hi rape k liye tu..tune hi karaye hain rape..Delhi. me..BALATKARI @ArvindKejriwal,no,no,yes,yes
944,janab sirf up me rape nahi hota hai. gujrat me 23 bjp leader ne 12 ladies ke sath rape kiya tha. aandh bhakt,yes,no,yes,no
945,election me koi mudda nhi na hi kuch 3saal me kiya uper se isi rape to public ka dhyan kahi too hatana ha,no,no,yes,no
946,Ise aaj rape ki bahut fikr ho rhi h... Uss time kha tha jb kashmiri pandito ko bhagay jaa rha tha aur aurto k saath rape ho rha,no,no,yes,yes
947,modi bhakt nalia rape ke bare me kuch kaho,no,no,yes,no
948,yaar ye bas attention seeking stunt hai. Takeh jo hate Kare wo bhi taras kha kar chor de c:,yes,yes,yes,no
949,bht hate mjhey milti hai liken pata nhi kiun bht hain dushman mere,yes,yes,yes,no
950,"Rubbish ne mujhe bhi block kar rakha hai,maine badaun rape par iski reporting par sawal kiya tha https://twitter.com/Modifier08/status/834450496047902721 …",yes,no,yes,yes
951,@TasnimLamia khawar pore hate torkari lege chilo ar thumi hat wash koro nai so thumi hatr shugran nicho is ur dp,yes,yes,yes,no
952,@PawanDurani JNU me yahi log mahilaao ka rape karte hain ....,no,no,yes,yes
953,or Aisha ka rape karne wala kon he ?,no,no,yes,no
954,Apne neta ko defend karne ke liye kisi ko rape ki dhamki dete hain...,no,no,yes,no
955,@amjedmbt as salamualikum amjed bhai gutta ps limit ke rape case ke barre mei bhi tweet karna tha ..,no,no,yes,no
956,Kya hate wala kaam kiya bata to.. tere pass bahut followers hai to jo man me aayega karega,yes,yes,yes,no
957,"Apni ""Bharat Mata"" ki har aurat ka tum rape karna chahte ho aur kehte ho aazadi humse chahiye? Arrey kameenon,... http://fb.me/2qfox6epo ",no,no,yes,yes
958,jnu ko badnaam karne ki saajish dekhaana chahte h log kitna hate kartey h jnu ko jaha jaati h jhagda ho jaata h,yes,yes,yes,no
959,Bhai koi iska rape kar doo...G main bahut khujli ho rahi hai. https://twitter.com/rishibagree/status/834451344056582146 …,yes,no,yes,no
960,"@narendramodi ji, ab aapke bhakton ne rape threats bhi dene shuru kar diye hain. Ab bhi aap chup rahoge? @Manekagandhibjp @MisaBharti https://twitter.com/nitesh2016yadav/status/834334847393005570 …",yes,no,yes,no
961,Bhai ab kya ravish ka rape krvoage vo bhi ravish ke Bhai se ab pati kali ni g**d lal hogi kuch dino m jab police m. https://twitter.com/AryanYadav440/status/834457400694493192 …,yes,no,yes,yes
962,"#Ramjas Ye 2 haraamkhor rehte yaha h,yaha ki hawaa me saans lete h,yaha ka namak khate h,yaha ka paani peete h par desh me nafrat failate h pic.twitter.com/aUbMnDy4HI",yes,no,yes,no
963,Agr ye dunya aaj b sheikh sa'adi aur molana roomi ko follow krey aman hojaye aur terrorism khtam hojaye...plz plz,no,no,no,no
964,Is hisab se to wo dalit nhi h na jiska rape kiya,no,no,yes,no
965,@iSirArnab lol MATLAB bhabhiji Bach gayi samajwadiyon ke rape...Ladke hai rape kar hibdete hai Aisa unke sasur ne bola lol,yes,no,yes,no
966,beta burma mein kismat se bach gya nhi toh isse bhi bura ho jata.. rape ho jata is jhath ke baal ka.. pic.twitter.com/ZT6xTSZai8,no,no,yes,no
967,Allahabad hate h to tapas kar diya jata h  koyi na koyi kami nikal kar,yes,yes,yes,no
968,Farther ka Jo paisa tha yo abi tak nhi mila h jab jab Allahabad hate h tab tab koyi na koyi Bahana bana kar uapas kar diya j,yes,yes,yes,no
969,"@SumitBhattacha6 is shahid ke mu mat lago,in sab rapist ke aulad hai,unki masiha ke tara,jo ke 55 sall umar me 09 saal ki ayesha ko rape kya",no,no,yes,yes
970,Dekhna ek din koi inke jindagi ka rape karke chala jayega,no,no,yes,no
971,"are chor saale lalu, mamta,rahul gandhi, vadra ye saare bhi junda hai abhi, bolti band ho gayi gandu teri hate u . Rascal",yes,yes,yes,yes
972,Delhi rape case ka tumne kya kar Lia tha? Wo dickshit kya kar Rahi thi?,no,no,yes,yes
973,@IndianOffice jiska MLA rashan card ke liye rape kar sakta hai..wo CM  layak nahi dhaba hai puri political party ke liye,no,no,yes,no
974,"Gujarat me to khud BJP ke karyakarta o ne rape kiya he, kyu chup ye log @News18India @awasthis @sambitswaraj",no,no,yes,yes
975,#Ramjas enko Tarek fateh ke bare me puchho kuchh yad he kya 2 din pahle wo kya freedom of speech ya intalactual terrorism tha,no,no,no,no
976,to kuch naliya gang rape ya ISI agents ke baare Mein batao bhakt?,no,no,yes,no
977,bhai filmi duniya me hi raho...why u hate modi so much..,yes,yes,yes,no
978,haan and naliya gang rape bhi . Bewkoof bhakt,no,no,yes,no
979,sambit jo gujrat me or mp me rape ho rahe h un pur kyo chup ho itna ghamand na kero janta sab janti h,yes,no,yes,yes
980,Sishumandir me kahi bhi nafarat nhi sirf desh prem ki baat ki jati.Kisi bhi Sishumandir me apko hate speech sun ne ko nhi milegi,yes,yes,yes,no
981,"yeh deshbakt hai, yeh rape nhi karte, yeh mahila ka udhaar karte hai. Toh aap rape shabdh ko jhodke deshdroh mat karo",no,no,yes,yes
982,saram aana chahiye aap jaise hi ladkia rape ki karan banti h,yes,no,yes,no
983,aur jab rape jae to pahuch jao delhi mombatti le ke,no,no,yes,no
984,kitni saram ki baat h aap jaise hi ladkia h jo is desh me rape ka karan banti h pahle offer karo unhi ko rape k liye,yes,no,yes,no
