,text,is_hate_speech
873,Jee bilkul. Farz hota hai. Lekin phir maa baap ka bhi farz hota hai k woh apni aulad ki khushiyon ka khayal rakhen. Unke na chahte huye bhi unhe dur bhej kar konsi khidmat hoti hai? I freaking hate sabir  #Khamoshi,yes
874,Ye log babaon ke rape-jihad k khilaf kyon nahin kucchh karte hain . Ye baba bahno ko apne hawash ka shikar bana rahe hai jo few neutral media  reporting ki wajah se ek-1 karke jail ja rahe hain. https://twitter.com/thewire_in/status/944580856902909952 …,no
875,Pahle bata na ki tu chat ke aaya ki nahi aur kitni der Ghusa tha osama aur bagdadi ke Ga**d me..Aur ye bata ki kis vajah se hate karta hain sare peaceful community wale Modi se,yes
876,I hate vikaas.... sab badaa doglaa insan hai woh ghar ka...,yes
877,@kaypsss lala kal ke baud se zinda ghar wapis aye ho na bagair rape hue?,no
878,koi bat niiii  ap k hate ko dekhta,no
879,@AbhinandanSekhr atleast tumhare journalism ke gold standard @ravishndtv ki tarah apne bhai ke rape ko toh nahi chupatey,no
880,"hate kisi say bhi nahi tha, SAB say pyar tha wo bhi bht zyada and ab nafrat hai apnay aap say isi wajah say k q tha aisa",yes
881,nahi mujhe @WuckThaForld i hate u likhna tha,yes
882,Kyun ki itna hate tumko karte hain ham,no
883,"Villain ki tharak ko salam, bhencho fight scene ke beech mein bhi rape attempt band nahi karta",no
884,But abhi cutiyapa itna badh gaya hai ke Sarcasm ka rape ho raha hai...!,no
885,haha yaar kitna bhi gujju ko hate kar le PM to wahi rahega :) @rachitst,no
886,kabhi gujrat ke rape case par aur MP keISI ke jasus par bhi kar le,no
887,"1Avataar ko janam le k, sari dunya ko khatam kr k, nayi ek takhleek karni paregi nai tou terrorism khatam na hoga dharti se :(:(",yes
888,"@ravishndtv @BDUTT @JhaSanjay @sardesairajdeep @nayisadak Ravish ji, Bade bhai rape ke saukin N ""Bade se chhota seekta hai"". It's true ?",no
889,"Karachi ko support karnay wali bachiyan bhi ugly hen, i hate this yaar. nonsense",yes
890,Haan bhai rape toh Nai hua aaj koi. Par bomb toh pahte Tere Pakistan mein . Chal Bhai jab tak zinda hai Twitter karle,no
891,waise rape se mujhe teri maa ki hai allah hai yaad hai,no
892,tu hamari fd ki jotish hai bahena and sacchi Mein I hate neha,no
893,"Delhi main kaam ho na ho, hate mongering toh kar hi sakte hain - @ArvindKejriwalhttps://twitter.com/ArvindKejriwal/status/834809100428906496 …",no
894,sutiye thand kam padi.. Delhi rape capital hai abhi bhi @ashutosh83B,yes
895,bhai hate n hater ki baat nahi.. main toh fact bol raha. Mujhe unlogo se koi lena dena nahi,no
896,agar koi mere Bharat ma ke tukre karne ki bat karega or me agar hate Na karu toh me Bharat ma Ko kese muh dikhaoga.,no
897,Likha lo aj b Karachi ka rape ho ga.,no
898,Acha hia yar aur india walay tu bilkul na suno i hate india par kiya karo song un khe sunte ho https://twitter.com/Jiyatahmad3/status/834792263922438144 …,yes
899,@rjraunak bhai haste hate gir pade the ham to maza aa gayi yaar keep it up,no
900,phir kyon jhel rahe hain unko...he was Hindu Hriday Samrat till he gave hate speech...,no
901,Modi-hate pagal bana deta hai suna tha... andha bhi bana deta hai...? https://twitter.com/ANI_news/status/834773339579166720 …,no
902,Delhi mei to modi sarkar hai wahan chedchhad chodo roj rape ho raha hai,no
903,Khude Gaan Raj (Akaser hate achhe Ekrash ) (Asha) http://fb.me/1LJMSUgvV,no
904,Sab hate hi karte hai iss pyari si bachhi ko..,no
905,Dalit ladki ka rape Kiya tere bhai ne @ravishndtv ??https://twitter.com/BiharEtv/status/834759841780375556 …,yes
906,aur tum logo nay tou indian army k naam pay balatkari suar paal rakhe hain jo sirf kashmiriyon ka rape karna jaante hai bas,yes
907,Hum Tumhari tarah besharm nahi jo apni behen ke sath rape Kare or use shaadi bataye. Burqe me sab galat hota h,no
908,"I hate dis Condolences,akhir kab tak?? Ab waqt hai pahele protesters ki legs me Goli marne ka ,jo jis bhasa ko samjhta hai",no
909,To rape ho rha ho tb bhi yahi kare ?,no
910,@mehreen_sibtain mohtarma vaham mein na rahen.Nuksan aap ka jyada hai. Hum terrorism ko khatam karna chahte hain badhana nahi @MehrTararhttps://twitter.com/MehrTarar/status/834714887825813504 …,no
911,panama par app me kabhi baat nahi ki..hisaab mangna tu hate nahi heee https://twitter.com/RehamKhan1/status/834681278830108672 …,no
912,"Jo log Apne hi minister ki nabalik betiyo k sath rape kar rahe hain, unhe log kaise vote kre? Jail me interospection krege kuchh dino me. https://twitter.com/giniromet/status/834745108247441408 …",yes
913,iit ke naam par kalank. Wahan rape kiya tha aur arrest bhi hua tha,yes
914,aap ki ma ko rape kuta tha mogul indars ne #shame child of rape @friendscongress @FarahiShabina,no
915,gali mat de Bhai nai to bolegi Muslim hoon is liye gali de raha .bolti ha army iski Maa been ka rape kiya,no
916,@reportpemra @AamirLiaquat camershal onair honi chahiye aap khud sochiye kya ye hate spech nhi. ......3/3,no
917,Dost suna hai Hafeez Saeed jail mein hai terrorism ke charges par  https://twitter.com/Abbasighoi/status/827202584771436545 …,no
918,corruption bhi terrorism jitna bara nasoor hai. Dar sahb ka us baray mai kia khyal hai?,yes
919,Karachi ko terrorism ka shikaar honey pe bura bhalla bolnay waaley aaj chup.se sog mana rahey hain.,no
920,"O bhai apni ego aur terrorism ke saath dushmani side pe kr ke, logoun ke baary me socho, bharwoun.",no
921,bhai SP aur BSP ke UP candidates kyon chod diye. aur ravish ke bhai ko kyon chod diya ek dalit ke rape case main.,no
922,use hate karo jo eksath itne msgs send kar raha hai,no
923,kidnap aur rape 17 saala karne wale Shaik Sayeed bawazir aur uska sathi chanchalguda jail me http://fb.me/11ZCVZA6B,yes
924,Ye maa beti hamesha he ishwari ko bachate he aur khud he phas hate he #KRPKAB #KuchRangPyarKeAiseBhi @MamtaYPatnaik @IamEJF @Shaheer_Shttps://twitter.com/TeamTheUpdates/status/834673948952440833 …,yes
925,Sir jin ko 6 months ki pay ni milti or wo bechary qarz ly kr guzara krain to kia KHAAK laray gy terrorism k liye !!!,no
926,Jab aik larki ko rape kerne k baad us ko dhande wali banaya ja sakta hai to building main chemical bhi ho sakta hai. https://twitter.com/SamiAlyS/status/834687021293649924 …,no
927,to madhya pradesh and rajsthan me karati hai jaha rape case sabase adhik darj huye hai,no
928,kyu bhaiya uske bhai ne rape kiya laga tere bhai ne rape kiya.. Wah wah.. Jo tum karo wo teek bjp kare toh kharab..,no
929,hamare foji jawan shaheed ho kar bhi haar jate hain ar dehshatgard mar ke bhi jeet jaate hain!utter reality of terrorism in pakistan #lahore,yes
930,sir ji Vijay jolly ne party worker ka hi rape Kar diya.. Boliye ji achambhit patra ji,no
931,@ArvindKejriwal kyaa kiya hai delhi me ab tak?Camera lgawaya so that rape hote huye dekh sko?Rape Rokne par dhyaan lgao PM ke pap par nahi,no
932,@VipinKumarTA Gang rape for bears.. wo bhi 45 din se... kya haal ho chuka hai bears ki G@@@D ka !,yes
933,"Twitter pe beth kar fauj or riasat k faislo k khilaf qoum ko warghalana, ye hate speech to the nation hai !!!",yes
934,itni achchi Ladki ko Koi kaise hate kr skta hai?,no
935,Sari suwidhaye aaye hai or wo pta nhi kaha hate hai sab jhuth hai sab jagah toilet fecility me yes kar rkha hai or unke pass aaj tak nhi hai,no
936,sirf ulama qasoorwar nahi. ab to university sai parhe likhe log terrorism mai involv nazar ate hain,yes
937,Congress neta aur  Ravish Ndtv ke bhai pe rape aarop. Neta farar https://youtu.be/S_Do7vzrqcM,no
938,yar tum log mujhe hate kiu nahi dete,no
939,aapki mane to pareshani bharat ke tukde kehne per bhi Nahi Hona chahiyeSoch hai apni apni. I hate JNU & supporter,yes
940,Sirf Musalman ki beti Meri beti hy Ramzan mein Bijli milegi @yadavakhilesh ne kaha Ladke rape kar sakte hain Mulayam ne kaha #Vote4BJP,no
941,"@htTweets @shivsunny ""delhi me daily rape hote hai  to unko ye kanjarwal hi karta hoga",no
942,"apni dhaak bithany ke liye sabhi awam ka khoon bahate hai, aap ulta bol rahe hain kamran sahab.???",no
943,"baat to sahi hai bhai ,lekin phir rape ke case me mp no 1 kyu hai",no
944,Jaise note k lie modi zimmedar hain waise hi rape k liye tu..tune hi karaye hain rape..Delhi. me..BALATKARI @ArvindKejriwal,yes
945,janab sirf up me rape nahi hota hai. gujrat me 23 bjp leader ne 12 ladies ke sath rape kiya tha. aandh bhakt,no
946,election me koi mudda nhi na hi kuch 3saal me kiya uper se isi rape to public ka dhyan kahi too hatana ha,no
947,Ise aaj rape ki bahut fikr ho rhi h... Uss time kha tha jb kashmiri pandito ko bhagay jaa rha tha aur aurto k saath rape ho rha,yes
948,modi bhakt nalia rape ke bare me kuch kaho,no
949,yaar ye bas attention seeking stunt hai. Takeh jo hate Kare wo bhi taras kha kar chor de c:,no
950,bht hate mjhey milti hai liken pata nhi kiun bht hain dushman mere,no
951,"Rubbish ne mujhe bhi block kar rakha hai,maine badaun rape par iski reporting par sawal kiya tha https://twitter.com/Modifier08/status/834450496047902721 …",yes
952,@TasnimLamia khawar pore hate torkari lege chilo ar thumi hat wash koro nai so thumi hatr shugran nicho is ur dp,no
953,@PawanDurani JNU me yahi log mahilaao ka rape karte hain ....,yes
954,or Aisha ka rape karne wala kon he ?,no
955,Apne neta ko defend karne ke liye kisi ko rape ki dhamki dete hain...,no
956,@amjedmbt as salamualikum amjed bhai gutta ps limit ke rape case ke barre mei bhi tweet karna tha ..,no
957,Kya hate wala kaam kiya bata to.. tere pass bahut followers hai to jo man me aayega karega,no
958,"Apni ""Bharat Mata"" ki har aurat ka tum rape karna chahte ho aur kehte ho aazadi humse chahiye? Arrey kameenon,... http://fb.me/2qfox6epo",yes
959,jnu ko badnaam karne ki saajish dekhaana chahte h log kitna hate kartey h jnu ko jaha jaati h jhagda ho jaata h,no
960,Bhai koi iska rape kar doo...G main bahut khujli ho rahi hai. https://twitter.com/rishibagree/status/834451344056582146 …,no
961,"@narendramodi ji, ab aapke bhakton ne rape threats bhi dene shuru kar diye hain. Ab bhi aap chup rahoge? @Manekagandhibjp @MisaBharti https://twitter.com/nitesh2016yadav/status/834334847393005570 …",no
962,Bhai ab kya ravish ka rape krvoage vo bhi ravish ke Bhai se ab pati kali ni g**d lal hogi kuch dino m jab police m. https://twitter.com/AryanYadav440/status/834457400694493192 …,yes
963,"#Ramjas Ye 2 haraamkhor rehte yaha h,yaha ki hawaa me saans lete h,yaha ka namak khate h,yaha ka paani peete h par desh me nafrat failate h pic.twitter.com/aUbMnDy4HI",no
964,Agr ye dunya aaj b sheikh sa'adi aur molana roomi ko follow krey aman hojaye aur terrorism khtam hojaye...plz plz,no
965,Is hisab se to wo dalit nhi h na jiska rape kiya,no
966,@iSirArnab lol MATLAB bhabhiji Bach gayi samajwadiyon ke rape...Ladke hai rape kar hibdete hai Aisa unke sasur ne bola lol,no
967,beta burma mein kismat se bach gya nhi toh isse bhi bura ho jata.. rape ho jata is jhath ke baal ka.. pic.twitter.com/ZT6xTSZai8,no
968,Allahabad hate h to tapas kar diya jata h  koyi na koyi kami nikal kar,no
969,Farther ka Jo paisa tha yo abi tak nhi mila h jab jab Allahabad hate h tab tab koyi na koyi Bahana bana kar uapas kar diya j,no
970,"@SumitBhattacha6 is shahid ke mu mat lago,in sab rapist ke aulad hai,unki masiha ke tara,jo ke 55 sall umar me 09 saal ki ayesha ko rape kya",yes
971,Dekhna ek din koi inke jindagi ka rape karke chala jayega,no
972,"are chor saale lalu, mamta,rahul gandhi, vadra ye saare bhi junda hai abhi, bolti band ho gayi gandu teri hate u . Rascal",yes
973,Delhi rape case ka tumne kya kar Lia tha? Wo dickshit kya kar Rahi thi?,yes
974,@IndianOffice jiska MLA rashan card ke liye rape kar sakta hai..wo CM  layak nahi dhaba hai puri political party ke liye,no
975,"Gujarat me to khud BJP ke karyakarta o ne rape kiya he, kyu chup ye log @News18India @awasthis @sambitswaraj",yes
976,#Ramjas enko Tarek fateh ke bare me puchho kuchh yad he kya 2 din pahle wo kya freedom of speech ya intalactual terrorism tha,no
977,to kuch naliya gang rape ya ISI agents ke baare Mein batao bhakt?,no
978,bhai filmi duniya me hi raho...why u hate modi so much..,no
979,haan and naliya gang rape bhi . Bewkoof bhakt,no
980,sambit jo gujrat me or mp me rape ho rahe h un pur kyo chup ho itna ghamand na kero janta sab janti h,yes
981,Sishumandir me kahi bhi nafarat nhi sirf desh prem ki baat ki jati.Kisi bhi Sishumandir me apko hate speech sun ne ko nhi milegi,no
982,"yeh deshbakt hai, yeh rape nhi karte, yeh mahila ka udhaar karte hai. Toh aap rape shabdh ko jhodke deshdroh mat karo",yes
983,saram aana chahiye aap jaise hi ladkia rape ki karan banti h,no
984,aur jab rape jae to pahuch jao delhi mombatti le ke,no
985,kitni saram ki baat h aap jaise hi ladkia h jo is desh me rape ka karan banti h pahle offer karo unhi ko rape k liye,no
986,Aise log sirf police ki maujoodgi me hi ghundagardi karne ki himmat karte hain. Police (read protection) hate hi ghayab.,no
987,sir aap aaj public se ye jarur pachna ki aap rohit bemulla ke marne par aap roye aur abhi ek bihar dalit girl ke sath  rape (1/2),no
988,@ArvindKejriwal ...are chutiyo. tumhare vidhayak kisi ka rape karte h aur bolenge mai dalit hun..kyu bdnam kr rhe dalit ko,yes
989,Afghaniyon se jaan chura lo 90% terrorism khatam ho jaegi,no
990,Paas ke gaon mein londo ka scorpio mein uthake rape kar lena bhi jyada rare nahi hai.saala pata bhi sabko hota hai kisne kiya!,no
991,"Agar UP mien SP jeeti to ek hi gaana bajega ""UP ko rape pasand hai"" yahi to yahan ke neta kehte hai "" naadani, galti""",no
992,budhe wahi TOH madarasa me Quran padhake terrorists bante h AUR ham ssvm SE padhke Khali sickularvando ko hate karte h..,no
993,kya aap Vijay Jolly ka rape bhi dabane  denge jaise BJP sab apne paap daba dete hain.,no
994,freedom of speech hate speech ho jaati hai jab gen bakshi Bengal jaate hai aur ramdev jnu.,yes
995,Vo aur desh hote honge sir. Yaha to rape ki FIR bhi nahie hoti aur log mar jaate hai https://twitter.com/sudhirchaudhary/status/834356795875393536 …,yes
996,"kamai aamir ne bhi diya ehsaan h,unka tabhi ab hate nhi karti main dono ki movie dekhti hu @beingsalmankhan",no
997,me Mang leta Hun me kisiko dusman banake nhi rakhna chahta dost bana deta Hun pehle ladai uske bad dosti I hate negativity,no
998,Abe rNDTV ravish Kumar Ke bhai Ki khabar dikhaao rape waali,no
999,#gujaratkegadhe ek aur gadha Vijay Jolly rape ke male mein phansa.  Yeh gadhe multiply ho rahe hain Modi sarkar mein,no
